order_id,customer_id,order_date,payment_method,order_status,total_amount
ORD002654,CUST00901,2025-02-10,Cash on Delivery,Delivered,462180.6
ORD002655,CUST00966,2025-06-01,UPI,Delivered,141927.0
ORD002656,CUST00074,2026-02-28,Net Banking,Delivered,2942.0
ORD002657,CUST00570,2025-07-02,Credit Card,Delivered,358775.1
ORD002658,CUST00142,2025-07-06,Wallet,Shipped,58346.0
ORD002659,CUST00295,2024-10-25,Debit Card,Delivered,357504.8
ORD002660,CUST00005,2024-08-05,Net Banking,Delivered,242380.35
ORD002661,CUST00622,2025-04-12,Cash on Delivery,Delivered,173333.3
ORD002662,CUST00095,2024-08-27,UPI,Delivered,638645.8
ORD002663,CUST00924,2025-06-15,UPI,Delivered,19978.0
ORD002664,CUST00853,2024-09-25,UPI,Delivered,82565.25
ORD002665,CUST00352,2024-07-29,Wallet,Delivered,97064.5
ORD002666,CUST00748,2025-06-30,Wallet,Delivered,38683.05
ORD002667,CUST00419,2024-12-13,UPI,Delivered,236640.95
ORD002668,CUST00251,2024-08-24,UPI,Delivered,106232.0
ORD002669,CUST00604,2026-04-11,Debit Card,Delivered,106479.0
ORD002670,CUST00752,2025-07-31,UPI,Delivered,150185.95
ORD002671,CUST00381,2025-07-03,Wallet,Delivered,536389.5
ORD002672,CUST00560,2024-10-11,Net Banking,Delivered,66058.0
ORD002673,CUST00847,2025-04-14,UPI,Delivered,349875.6
ORD002674,CUST00054,2025-05-02,Credit Card,Delivered,124931.3
ORD002675,CUST00126,2026-03-25,UPI,Delivered,424388.5
ORD002676,CUST00656,2025-01-28,Credit Card,Delivered,185058.2
ORD002677,CUST00571,2026-02-14,Cash on Delivery,Delivered,611532.2
ORD002678,CUST00229,2025-11-26,UPI,Delivered,665754.8
ORD002679,CUST00026,2025-07-16,UPI,Delivered,259226.75
ORD002680,CUST00471,2025-08-24,Debit Card,Delivered,192650.4
ORD002681,CUST00248,2025-11-18,UPI,Delivered,736001.4
ORD002682,CUST00746,2026-02-12,UPI,Delivered,507369.25
ORD002683,CUST00610,2025-01-02,Debit Card,Delivered,551020.55
ORD002684,CUST00946,2025-07-16,Credit Card,Delivered,322200.0
ORD002685,CUST00677,2025-12-06,Cash on Delivery,Delivered,185097.6
ORD002686,CUST00549,2026-01-20,Debit Card,Delivered,320566.1
ORD002687,CUST00438,2024-08-24,UPI,Shipped,78687.4
ORD002688,CUST00611,2024-12-23,Net Banking,Delivered,176605.55
ORD002689,CUST00948,2024-09-21,Debit Card,Cancelled,829565.4
ORD002690,CUST00216,2025-07-21,UPI,Delivered,337903.2
ORD002691,CUST00926,2025-03-12,UPI,Delivered,133916.75
ORD002692,CUST00756,2025-03-03,Cash on Delivery,Processing,407238.15
ORD002693,CUST00656,2025-01-01,Cash on Delivery,Delivered,340749.0
ORD002694,CUST00030,2025-08-23,Debit Card,Delivered,138698.0
ORD002695,CUST00812,2024-07-20,Debit Card,Delivered,360709.5
ORD002696,CUST00290,2026-03-02,Net Banking,Returned,327560.8
ORD002697,CUST00978,2024-11-29,Credit Card,Delivered,364855.6
ORD002698,CUST00351,2026-05-29,Credit Card,Delivered,153614.0
ORD002699,CUST00865,2025-06-16,UPI,Delivered,344295.0
ORD002700,CUST00234,2025-02-23,Credit Card,Delivered,197704.8
ORD002701,CUST00320,2026-04-06,UPI,Delivered,50132.3
ORD002702,CUST00728,2024-09-02,Debit Card,Delivered,679015.2
ORD002703,CUST00342,2026-04-21,Credit Card,Delivered,408720.1
ORD002704,CUST00929,2025-02-27,Credit Card,Delivered,559593.1
ORD002705,CUST00303,2025-08-02,Debit Card,Shipped,96876.0
ORD002706,CUST00597,2026-04-26,UPI,Delivered,258553.4
ORD002707,CUST00749,2025-03-16,Wallet,Delivered,543265.35
ORD002708,CUST00213,2026-01-07,Cash on Delivery,Shipped,540271.0
ORD002709,CUST00976,2025-06-29,Net Banking,Processing,110458.8
ORD002710,CUST00465,2025-12-11,UPI,Delivered,351121.2
ORD002711,CUST00182,2024-11-25,Debit Card,Delivered,254070.4
ORD002712,CUST00506,2025-05-01,UPI,Delivered,359600.0
ORD002713,CUST00780,2024-08-15,Debit Card,Delivered,716859.0
ORD002714,CUST00840,2024-11-10,UPI,Delivered,270712.8
ORD002715,CUST00729,2025-09-18,Wallet,Delivered,592718.2
ORD002716,CUST00500,2024-11-19,Cash on Delivery,Delivered,394316.55
ORD002717,CUST00879,2025-03-23,UPI,Delivered,268424.4
ORD002718,CUST00898,2025-01-25,UPI,Shipped,368893.8
ORD002719,CUST00018,2026-02-26,Credit Card,Delivered,322454.5
ORD002720,CUST00547,2026-02-11,Credit Card,Delivered,1744.0
ORD002721,CUST00163,2025-05-10,Net Banking,Delivered,603168.0
ORD002722,CUST00306,2025-12-22,Credit Card,Delivered,188219.7
ORD002723,CUST00158,2025-08-22,Net Banking,Processing,299471.5
ORD002724,CUST00365,2025-05-16,UPI,Processing,676949.25
ORD002725,CUST00919,2024-10-30,Wallet,Returned,275245.2
ORD002726,CUST00086,2026-06-02,Credit Card,Delivered,805236.8
ORD002727,CUST00487,2025-06-23,Credit Card,Delivered,183562.5
ORD002728,CUST00425,2024-11-29,Credit Card,Delivered,657324.35
ORD002729,CUST00989,2025-09-12,Cash on Delivery,Delivered,20785.2
ORD002730,CUST00390,2025-08-12,Debit Card,Shipped,98343.1
ORD002731,CUST00995,2026-04-16,Credit Card,Delivered,436252.85
ORD002732,CUST00716,2025-02-26,UPI,Delivered,322329.7
ORD002733,CUST00683,2024-08-12,UPI,Delivered,246156.4
ORD002734,CUST00588,2025-06-21,Debit Card,Delivered,208733.05
ORD002735,CUST00571,2025-05-27,Debit Card,Delivered,596342.35
ORD002736,CUST00170,2025-06-05,UPI,Delivered,628109.2
ORD002737,CUST00863,2025-01-18,UPI,Delivered,468740.4
ORD002738,CUST00337,2024-10-21,Credit Card,Delivered,325939.0
ORD002739,CUST00630,2024-07-15,Net Banking,Delivered,129533.9
ORD002740,CUST00494,2025-06-18,UPI,Delivered,324496.6
ORD002741,CUST00560,2025-11-26,Wallet,Shipped,218618.0
ORD002742,CUST00177,2026-06-01,UPI,Delivered,164423.8
ORD002743,CUST00753,2025-04-27,Cash on Delivery,Delivered,422503.2
ORD002744,CUST00184,2025-12-20,UPI,Delivered,408002.2
ORD002745,CUST00928,2024-12-15,Debit Card,Delivered,401191.2
ORD002746,CUST00750,2024-10-27,Cash on Delivery,Delivered,219325.5
ORD002747,CUST00221,2025-07-14,Credit Card,Delivered,344303.4
ORD002748,CUST00587,2024-08-29,UPI,Delivered,106504.0
ORD002749,CUST00821,2026-05-06,Credit Card,Delivered,254496.9
ORD002750,CUST00467,2026-04-17,Credit Card,Delivered,476309.2
ORD002751,CUST00773,2026-01-07,Credit Card,Delivered,235705.0
ORD002752,CUST00268,2024-12-15,UPI,Delivered,280004.5
ORD002753,CUST00230,2025-03-27,UPI,Delivered,218745.4
ORD002754,CUST00997,2024-12-16,UPI,Delivered,168588.9
ORD002755,CUST00269,2026-01-23,Net Banking,Delivered,477427.05
ORD002756,CUST00037,2025-09-07,UPI,Delivered,267002.8
ORD002757,CUST00512,2026-06-23,UPI,Delivered,197604.8
ORD002758,CUST00765,2025-05-15,Net Banking,Delivered,210472.1
ORD002759,CUST00526,2025-07-12,Net Banking,Delivered,130695.9
ORD002760,CUST00196,2025-05-28,UPI,Delivered,290137.3
ORD002761,CUST00093,2025-12-27,Wallet,Delivered,6652.8
ORD002762,CUST00076,2024-10-23,UPI,Delivered,100297.2
ORD002763,CUST00297,2025-04-12,UPI,Delivered,307099.6
ORD002764,CUST00270,2025-10-19,UPI,Delivered,241726.35
ORD002765,CUST00431,2024-10-13,Cash on Delivery,Delivered,94610.5
ORD002766,CUST00022,2024-12-24,UPI,Delivered,128832.0
ORD002767,CUST00282,2026-06-01,UPI,Delivered,72077.0
ORD002768,CUST00015,2025-08-22,Credit Card,Delivered,706634.15
ORD002769,CUST00650,2025-06-07,Credit Card,Delivered,304201.4
ORD002770,CUST00789,2026-01-19,Credit Card,Delivered,269291.0
ORD002771,CUST00491,2025-08-03,UPI,Delivered,717478.4
ORD002772,CUST00955,2026-04-18,UPI,Delivered,389671.8
ORD002773,CUST00177,2025-07-12,Credit Card,Delivered,70337.0
ORD002774,CUST00847,2025-10-22,UPI,Delivered,60878.0
ORD002775,CUST00575,2024-08-17,Net Banking,Delivered,252718.05
ORD002776,CUST00974,2025-05-19,UPI,Delivered,269192.8
ORD002777,CUST00393,2026-06-03,Wallet,Delivered,565677.6
ORD002778,CUST00569,2025-12-11,Debit Card,Cancelled,55719.3
ORD002779,CUST00555,2025-12-29,UPI,Processing,395141.4
ORD002780,CUST00442,2024-07-31,UPI,Delivered,340414.8
ORD002781,CUST00685,2026-03-19,UPI,Delivered,485727.0
ORD002782,CUST00733,2025-01-28,Net Banking,Delivered,494076.55
ORD002783,CUST00456,2025-08-13,Wallet,Delivered,396422.6
ORD002784,CUST00047,2026-06-21,Credit Card,Delivered,484435.4
ORD002785,CUST00740,2026-07-05,UPI,Delivered,386189.0
ORD002786,CUST00128,2025-08-18,Credit Card,Delivered,40191.1
ORD002787,CUST00135,2025-05-09,UPI,Delivered,323160.2
ORD002788,CUST00231,2025-10-10,Net Banking,Delivered,328216.8
ORD002789,CUST00527,2025-12-17,UPI,Delivered,283841.3
ORD002790,CUST00886,2025-01-05,UPI,Delivered,34748.0
ORD002791,CUST00672,2024-11-21,UPI,Delivered,171264.0
ORD002792,CUST00443,2024-08-21,Debit Card,Delivered,97038.8
ORD002793,CUST00497,2025-12-28,Cash on Delivery,Delivered,676020.0
ORD002794,CUST00832,2025-03-24,Credit Card,Delivered,302312.4
ORD002795,CUST00466,2026-03-05,Credit Card,Delivered,162083.3
ORD002796,CUST00461,2025-04-21,Net Banking,Processing,245510.4
ORD002797,CUST00034,2026-03-03,UPI,Delivered,209792.75
ORD002798,CUST00884,2025-01-06,Net Banking,Shipped,579453.8
ORD002799,CUST00429,2025-01-25,Cash on Delivery,Processing,420893.05
ORD002800,CUST00218,2024-07-12,Debit Card,Delivered,242445.3
ORD002801,CUST00032,2025-04-03,UPI,Delivered,340520.0
ORD002802,CUST00573,2026-03-12,UPI,Delivered,566693.0
ORD002803,CUST00472,2024-07-27,Net Banking,Shipped,168892.45
ORD002804,CUST00531,2025-12-23,Credit Card,Shipped,290956.0
ORD002805,CUST00751,2025-08-19,Cash on Delivery,Delivered,61118.1
ORD002806,CUST00806,2026-04-16,Net Banking,Delivered,197701.2
ORD002807,CUST00608,2025-10-20,UPI,Delivered,245916.8
ORD002808,CUST00984,2026-02-27,Debit Card,Delivered,258644.0
ORD002809,CUST00150,2024-10-28,UPI,Delivered,30684.15
ORD002810,CUST00589,2025-07-11,UPI,Delivered,170392.2
ORD002811,CUST00879,2024-12-10,UPI,Delivered,353068.2
ORD002812,CUST00626,2025-09-29,Wallet,Delivered,147756.0
ORD002813,CUST00700,2025-05-28,Cash on Delivery,Delivered,290151.7
ORD002814,CUST00426,2026-02-04,UPI,Delivered,723286.8
ORD002815,CUST00663,2024-09-11,Net Banking,Delivered,103991.0
ORD002816,CUST00559,2026-06-10,Credit Card,Delivered,66114.1
ORD002817,CUST00603,2025-03-19,UPI,Delivered,490251.7
ORD002818,CUST00071,2025-10-14,Net Banking,Delivered,432387.1
ORD002819,CUST00457,2026-05-02,Cash on Delivery,Delivered,226365.65
ORD002820,CUST00116,2025-06-22,UPI,Delivered,41568.0
ORD002821,CUST00806,2025-06-06,Wallet,Shipped,613402.8
ORD002822,CUST00585,2025-01-23,Debit Card,Shipped,136948.35
ORD002823,CUST00076,2026-03-03,UPI,Shipped,514891.75
ORD002824,CUST00354,2024-07-14,Net Banking,Delivered,569600.65
ORD002825,CUST00837,2025-03-09,Credit Card,Delivered,474934.9
ORD002826,CUST00482,2024-12-04,UPI,Delivered,527141.2
ORD002827,CUST00115,2025-12-19,Credit Card,Delivered,42538.0
ORD002828,CUST00956,2025-11-29,Credit Card,Delivered,238676.95
ORD002829,CUST00080,2026-02-01,UPI,Delivered,401266.0
ORD002830,CUST00273,2025-03-14,Net Banking,Delivered,167893.3
ORD002831,CUST00136,2025-05-23,Net Banking,Delivered,20440.0
ORD002832,CUST00730,2025-06-22,Net Banking,Delivered,95486.4
ORD002833,CUST00190,2024-08-21,Cash on Delivery,Delivered,163838.0
ORD002834,CUST00721,2026-01-31,UPI,Delivered,99585.0
ORD002835,CUST00407,2025-07-10,UPI,Delivered,333256.4
ORD002836,CUST00395,2025-07-31,Cash on Delivery,Delivered,46599.4
ORD002837,CUST00312,2025-10-13,Credit Card,Delivered,242695.5
ORD002838,CUST00426,2026-05-23,UPI,Delivered,375040.4
ORD002839,CUST00583,2025-07-02,Credit Card,Delivered,460432.0
ORD002840,CUST00879,2025-07-31,UPI,Delivered,500942.4
ORD002841,CUST00439,2026-01-11,UPI,Delivered,208051.9
ORD002842,CUST00739,2025-03-28,UPI,Delivered,15312.6
ORD002843,CUST00510,2025-04-01,Debit Card,Processing,892522.6
ORD002844,CUST00965,2025-01-21,UPI,Delivered,424444.0
ORD002845,CUST00970,2024-11-08,Net Banking,Delivered,248609.95
ORD002846,CUST00532,2025-06-11,Cash on Delivery,Delivered,178180.0
ORD002847,CUST00820,2026-04-29,UPI,Delivered,238030.35
ORD002848,CUST00650,2024-09-05,Debit Card,Delivered,140265.1
ORD002849,CUST00228,2025-10-06,Cash on Delivery,Delivered,738388.4
ORD002850,CUST00222,2026-01-06,Credit Card,Delivered,1019022.0
ORD002851,CUST00437,2026-05-09,Credit Card,Delivered,133452.0
ORD002852,CUST00078,2024-07-29,Wallet,Processing,338746.15
ORD002853,CUST00225,2025-01-11,Cash on Delivery,Delivered,83948.4
ORD002854,CUST00988,2026-04-14,Cash on Delivery,Delivered,165858.3
ORD002855,CUST00342,2026-03-06,UPI,Shipped,52058.0
ORD002856,CUST00659,2025-08-21,UPI,Delivered,424158.5
ORD002857,CUST00256,2025-01-25,UPI,Shipped,653219.6
ORD002858,CUST00346,2024-10-30,Debit Card,Delivered,89607.0
ORD002859,CUST00750,2026-04-25,UPI,Delivered,413812.8
ORD002860,CUST00210,2024-11-25,Net Banking,Delivered,471452.1
ORD002861,CUST00407,2025-07-13,Debit Card,Processing,528405.2
ORD002862,CUST00922,2024-12-18,UPI,Delivered,456986.2
ORD002863,CUST00336,2026-05-07,Cash on Delivery,Delivered,345229.0
ORD002864,CUST00040,2025-05-16,UPI,Delivered,377356.9
ORD002865,CUST00555,2026-02-10,UPI,Delivered,82904.0
ORD002866,CUST00295,2026-04-19,Debit Card,Delivered,421419.1
ORD002867,CUST00946,2024-10-17,UPI,Delivered,391901.0
ORD002868,CUST00239,2025-06-26,Net Banking,Delivered,354692.0
ORD002869,CUST00741,2026-01-24,UPI,Delivered,42981.4
ORD002870,CUST00895,2024-12-15,Debit Card,Delivered,143974.2
ORD002871,CUST00924,2024-11-25,UPI,Delivered,519681.8
ORD002872,CUST00745,2024-08-23,Credit Card,Delivered,60429.1
ORD002873,CUST00055,2026-01-07,UPI,Delivered,686109.0
ORD002874,CUST00658,2024-11-21,Net Banking,Delivered,191715.7
ORD002875,CUST00244,2024-11-21,UPI,Delivered,295919.9
ORD002876,CUST00010,2025-11-19,Credit Card,Processing,545727.2
ORD002877,CUST00243,2024-10-30,Credit Card,Shipped,323952.65
ORD002878,CUST00731,2025-07-17,UPI,Delivered,493788.05
ORD002879,CUST00810,2024-09-26,Credit Card,Delivered,541102.1
ORD002880,CUST00504,2024-09-28,UPI,Delivered,450859.7
ORD002881,CUST00887,2026-02-19,UPI,Delivered,331037.6
ORD002882,CUST00175,2024-09-04,UPI,Shipped,54432.0
ORD002883,CUST00909,2026-04-18,Credit Card,Delivered,282888.8
ORD002884,CUST00848,2025-07-04,UPI,Delivered,242123.0
ORD002885,CUST00975,2026-04-13,Debit Card,Delivered,496374.8
ORD002886,CUST00807,2025-04-22,UPI,Delivered,486731.9
ORD002887,CUST00786,2025-11-25,UPI,Shipped,148923.2
ORD002888,CUST00846,2026-05-27,UPI,Delivered,192584.4
ORD002889,CUST00361,2025-07-23,Debit Card,Delivered,400563.7
ORD002890,CUST00554,2025-06-03,Wallet,Delivered,349803.2
ORD002891,CUST00699,2025-10-22,Credit Card,Delivered,816896.2
ORD002892,CUST00721,2024-10-09,Credit Card,Delivered,603069.2
ORD002893,CUST00998,2025-07-25,Cash on Delivery,Shipped,282917.9
ORD002894,CUST00023,2024-09-28,Credit Card,Delivered,473585.85
ORD002895,CUST00511,2025-06-01,UPI,Processing,572984.1
ORD002896,CUST00404,2024-11-12,Net Banking,Delivered,214448.0
ORD002897,CUST00958,2024-08-21,Debit Card,Delivered,509827.45
ORD002898,CUST00889,2026-03-05,Credit Card,Delivered,483558.65
ORD002899,CUST00777,2025-02-21,UPI,Shipped,270741.4
ORD002900,CUST00092,2024-11-07,Debit Card,Delivered,307564.35
ORD002901,CUST00170,2025-10-30,UPI,Delivered,493336.25
ORD002902,CUST00727,2026-05-24,UPI,Cancelled,105334.0
ORD002903,CUST00483,2025-09-02,UPI,Delivered,436692.55
ORD002904,CUST00739,2025-04-22,UPI,Delivered,214034.9
ORD002905,CUST00794,2024-10-04,Debit Card,Delivered,414499.0
ORD002906,CUST00152,2025-02-17,Credit Card,Shipped,143888.0
ORD002907,CUST00369,2025-02-01,Wallet,Delivered,238302.2
ORD002908,CUST00345,2026-04-19,UPI,Delivered,147880.0
ORD002909,CUST00334,2025-09-10,Credit Card,Delivered,215962.3
ORD002910,CUST00729,2025-05-17,UPI,Delivered,661432.9
ORD002911,CUST00703,2025-09-29,UPI,Processing,244630.8
ORD002912,CUST00288,2025-09-10,Credit Card,Delivered,527592.8
ORD002913,CUST00417,2025-01-04,Debit Card,Delivered,35696.7
ORD002914,CUST00070,2024-08-02,Net Banking,Delivered,75608.35
ORD002915,CUST00232,2025-04-25,Net Banking,Delivered,80381.4
ORD002916,CUST00922,2024-11-21,Credit Card,Delivered,225888.35
ORD002917,CUST00832,2026-07-08,Wallet,Delivered,442098.2
ORD002918,CUST00947,2024-09-26,UPI,Shipped,21976.0
ORD002919,CUST00184,2026-04-17,UPI,Delivered,314746.6
ORD002920,CUST00673,2025-06-02,UPI,Delivered,245962.55
ORD002921,CUST00298,2025-09-30,UPI,Delivered,131450.0
ORD002922,CUST00212,2024-07-14,UPI,Delivered,268907.75
ORD002923,CUST00535,2024-12-16,Credit Card,Delivered,572523.8
ORD002924,CUST00651,2025-10-05,UPI,Cancelled,701246.3
ORD002925,CUST00530,2026-05-04,Credit Card,Cancelled,425323.35
ORD002926,CUST00825,2026-03-26,UPI,Delivered,481747.05
ORD002927,CUST00363,2024-11-24,Credit Card,Processing,145908.8
ORD002928,CUST00884,2024-11-30,UPI,Shipped,468591.5
ORD002929,CUST00040,2024-07-30,Cash on Delivery,Delivered,31219.0
ORD002930,CUST00747,2026-06-05,Credit Card,Delivered,389998.8
ORD002931,CUST00044,2024-11-24,Debit Card,Delivered,431039.25
ORD002932,CUST00805,2026-02-08,Wallet,Delivered,101011.45
ORD002933,CUST00753,2025-05-24,Cash on Delivery,Delivered,268172.0
ORD002934,CUST00706,2025-09-22,Credit Card,Delivered,12821.2
ORD002935,CUST00749,2026-03-17,UPI,Delivered,743117.3
ORD002936,CUST00505,2025-09-07,Credit Card,Delivered,95490.0
ORD002937,CUST00686,2024-07-18,Credit Card,Delivered,353623.6
ORD002938,CUST00338,2024-09-20,Cash on Delivery,Delivered,367164.0
ORD002939,CUST00850,2026-05-30,Credit Card,Returned,533863.2
ORD002940,CUST00904,2025-01-30,Credit Card,Delivered,134284.4
ORD002941,CUST00096,2024-11-28,UPI,Delivered,151560.1
ORD002942,CUST00932,2025-12-17,UPI,Delivered,235452.0
ORD002943,CUST00283,2025-05-12,UPI,Delivered,506860.8
ORD002944,CUST00265,2025-02-01,Net Banking,Delivered,103529.25
ORD002945,CUST00963,2025-07-27,Net Banking,Delivered,92793.7
ORD002946,CUST00108,2026-04-12,Debit Card,Delivered,292537.95
ORD002947,CUST00949,2024-09-06,Wallet,Delivered,300540.5
ORD002948,CUST00344,2024-08-24,Net Banking,Delivered,233277.8
ORD002949,CUST00931,2025-06-01,Cash on Delivery,Delivered,461049.25
ORD002950,CUST00627,2025-09-05,Credit Card,Delivered,254807.45
ORD002951,CUST00187,2024-07-27,UPI,Delivered,276177.8
ORD002952,CUST00599,2026-05-13,Wallet,Delivered,135662.0
ORD002953,CUST00490,2024-09-01,UPI,Processing,81460.6
ORD002954,CUST00577,2025-06-22,UPI,Delivered,281268.0
ORD002955,CUST00724,2025-07-03,UPI,Delivered,177631.8
ORD002956,CUST00950,2026-05-25,Debit Card,Delivered,773378.8
ORD002957,CUST00974,2026-05-27,Debit Card,Delivered,609716.4
ORD002958,CUST00298,2026-02-17,Debit Card,Delivered,467089.0
ORD002959,CUST00012,2024-07-23,UPI,Delivered,187167.45
ORD002960,CUST00390,2026-06-23,Credit Card,Processing,485101.1
ORD002961,CUST00972,2024-12-22,Wallet,Processing,181217.65
ORD002962,CUST00017,2026-03-26,Net Banking,Delivered,87473.9
ORD002963,CUST00390,2024-09-08,Cash on Delivery,Shipped,455212.4
ORD002964,CUST00960,2025-05-14,UPI,Delivered,404210.5
ORD002965,CUST00682,2026-06-25,Debit Card,Delivered,206936.1
ORD002966,CUST00907,2024-12-05,Debit Card,Delivered,500574.45
ORD002967,CUST00968,2025-06-19,UPI,Delivered,319137.55
ORD002968,CUST00841,2026-05-28,Net Banking,Delivered,1470.0
ORD002969,CUST00692,2026-03-04,UPI,Delivered,123642.6
ORD002970,CUST00464,2024-08-07,UPI,Delivered,154886.85
ORD002971,CUST00337,2026-05-28,Debit Card,Cancelled,379676.0
ORD002972,CUST00995,2025-03-30,UPI,Delivered,148545.65
ORD002973,CUST00754,2025-12-22,Net Banking,Delivered,863827.8
ORD002974,CUST00857,2024-07-16,Cash on Delivery,Processing,225097.6
ORD002975,CUST00002,2024-08-02,Debit Card,Delivered,115604.0
ORD002976,CUST00549,2025-02-19,UPI,Delivered,230431.0
ORD002977,CUST00247,2025-10-04,UPI,Delivered,463133.4
ORD002978,CUST00814,2024-12-09,UPI,Delivered,509160.0
ORD002979,CUST00882,2024-12-17,Debit Card,Delivered,354929.0
ORD002980,CUST00802,2024-11-28,Credit Card,Delivered,116566.2
ORD002981,CUST00510,2025-05-24,UPI,Delivered,726390.3
ORD002982,CUST00793,2026-04-17,UPI,Delivered,602475.0
ORD002983,CUST00534,2025-06-29,Wallet,Delivered,480871.0
ORD002984,CUST00394,2024-11-27,Debit Card,Delivered,580573.65
ORD002985,CUST00925,2025-01-21,Cash on Delivery,Delivered,446354.6
ORD002986,CUST00750,2026-06-20,Debit Card,Delivered,319385.7
ORD002987,CUST00125,2025-02-10,Credit Card,Delivered,415515.5
ORD002988,CUST00968,2025-04-26,Net Banking,Delivered,196660.0
ORD002989,CUST00069,2025-09-29,Wallet,Delivered,565714.4
ORD002990,CUST00682,2024-12-28,UPI,Delivered,683319.3
ORD002991,CUST00811,2026-05-01,Credit Card,Delivered,589220.2
ORD002992,CUST00805,2024-10-03,Credit Card,Processing,468921.95
ORD002993,CUST00146,2026-05-09,Credit Card,Delivered,537735.4
ORD002994,CUST00995,2026-03-27,Credit Card,Delivered,456108.85
ORD002995,CUST00723,2025-06-15,Debit Card,Shipped,346953.2
ORD002996,CUST00960,2024-11-09,UPI,Delivered,204442.0
ORD002997,CUST00850,2025-09-18,Net Banking,Delivered,499629.05
ORD002998,CUST00420,2025-02-09,Debit Card,Delivered,218890.05
ORD002999,CUST00386,2026-03-07,Net Banking,Shipped,302281.0
ORD003000,CUST00503,2025-06-17,UPI,Delivered,221408.0
ORD003001,CUST00242,2025-06-09,Debit Card,Delivered,76169.9
ORD003002,CUST00257,2025-01-11,Debit Card,Delivered,450219.0
ORD003003,CUST00858,2026-06-19,Credit Card,Shipped,93638.2
ORD003004,CUST00320,2025-09-12,UPI,Processing,416060.4
ORD003005,CUST00676,2024-07-12,Net Banking,Delivered,451129.6
ORD003006,CUST00583,2025-08-31,UPI,Returned,539423.5
ORD003007,CUST00855,2024-12-27,UPI,Delivered,369187.6
ORD003008,CUST00600,2025-09-18,Credit Card,Delivered,27080.0
ORD003009,CUST00972,2024-08-02,UPI,Delivered,26882.1
ORD003010,CUST00826,2026-02-03,Debit Card,Delivered,74801.3
ORD003011,CUST00063,2025-05-12,Credit Card,Delivered,177030.9
ORD003012,CUST00613,2026-02-15,Debit Card,Delivered,128501.0
ORD003013,CUST00028,2026-06-30,UPI,Shipped,428550.2
ORD003014,CUST00475,2025-03-17,Debit Card,Delivered,273267.0
ORD003015,CUST00114,2025-01-26,Wallet,Delivered,135481.0
ORD003016,CUST00684,2024-08-24,Net Banking,Delivered,216135.3
ORD003017,CUST00247,2024-11-06,UPI,Delivered,269504.0
ORD003018,CUST00290,2026-05-23,Net Banking,Delivered,537512.1
ORD003019,CUST00574,2025-04-05,UPI,Delivered,338579.7
ORD003020,CUST00402,2025-10-29,Credit Card,Delivered,511759.35
ORD003021,CUST00406,2026-01-24,UPI,Shipped,605886.1
ORD003022,CUST00996,2025-10-26,Cash on Delivery,Delivered,6925.5
ORD003023,CUST00697,2026-04-04,UPI,Delivered,257703.45
ORD003024,CUST00641,2025-09-08,UPI,Delivered,278944.0
ORD003025,CUST00181,2025-03-17,UPI,Processing,659563.4
ORD003026,CUST00654,2024-09-30,Debit Card,Delivered,596900.8
ORD003027,CUST00650,2026-01-01,Credit Card,Delivered,186204.0
ORD003028,CUST00011,2025-10-19,Credit Card,Delivered,132673.2
ORD003029,CUST00331,2024-12-25,UPI,Shipped,251801.8
ORD003030,CUST00811,2026-02-01,UPI,Delivered,217740.8
ORD003031,CUST00191,2025-10-20,UPI,Shipped,159079.1
ORD003032,CUST00847,2024-12-29,Credit Card,Delivered,44987.4
ORD003033,CUST00527,2024-10-14,Credit Card,Delivered,26944.2
ORD003034,CUST00166,2025-07-01,Debit Card,Returned,73168.0
ORD003035,CUST00293,2026-01-03,UPI,Delivered,331134.0
ORD003036,CUST00015,2024-11-07,Credit Card,Delivered,664009.8
ORD003037,CUST00626,2026-02-16,Cash on Delivery,Processing,366003.0
ORD003038,CUST00722,2025-07-26,Cash on Delivery,Delivered,240032.0
ORD003039,CUST00568,2024-11-24,UPI,Delivered,66796.6
ORD003040,CUST00153,2025-09-01,Credit Card,Delivered,336789.6
ORD003041,CUST00384,2026-05-07,UPI,Delivered,412957.05
ORD003042,CUST00522,2024-09-13,Cash on Delivery,Delivered,24841.95
ORD003043,CUST00463,2024-11-09,Debit Card,Delivered,909384.45
ORD003044,CUST00380,2026-06-03,Credit Card,Delivered,428583.2
ORD003045,CUST00381,2025-09-25,UPI,Delivered,50319.6
ORD003046,CUST00826,2024-10-07,Credit Card,Delivered,6834.0
ORD003047,CUST00653,2026-04-07,Credit Card,Delivered,429314.5
ORD003048,CUST00910,2025-05-05,Debit Card,Processing,102447.0
ORD003049,CUST00799,2024-12-27,Cash on Delivery,Delivered,468976.4
ORD003050,CUST00207,2025-04-04,Credit Card,Shipped,405262.8
ORD003051,CUST00993,2025-11-26,Debit Card,Delivered,470582.75
ORD003052,CUST00821,2024-08-14,Credit Card,Processing,306329.6
ORD003053,CUST00704,2025-02-24,Debit Card,Delivered,96580.8
ORD003054,CUST00137,2026-02-27,Credit Card,Cancelled,646277.4
ORD003055,CUST00959,2025-09-18,UPI,Delivered,475263.85
ORD003056,CUST00497,2026-04-03,Debit Card,Delivered,153355.0
ORD003057,CUST00500,2025-06-06,Credit Card,Delivered,338787.7
ORD003058,CUST00625,2024-08-23,UPI,Delivered,525960.2
ORD003059,CUST00356,2024-10-13,Net Banking,Processing,57239.8
